PropertyValue;Timestamp
1;17:30:42
1;17:30:47
1;17:30:47
1;17:30:53
1;17:30:53
1;17:31:04
1;17:31:04
1;17:31:10
1;17:31:10
1;17:31:15
1;17:31:15
1;17:31:21
1;17:31:21
1;17:31:27
1;17:31:27
1;17:31:32
1;17:31:32
1;17:31:38
1;17:31:38
1;17:31:43
1;17:31:43
1;17:31:49
1;17:31:49
1;17:32:00
1;17:32:00
1;17:32:06
1;17:32:06
1;17:32:11
1;17:32:11
1;17:32:17
1;17:32:17
1;17:32:23
1;17:32:23
1;17:32:23
1;17:32:23
1;17:32:28
1;17:32:28
1;17:32:34
1;17:32:34
1;17:32:40
1;17:32:40
1;17:32:45
1;17:32:45
1;17:32:57
1;17:32:57
1;17:33:02
1;17:33:02
1;17:33:19
1;17:33:19
1;17:33:24
1;17:33:24
1;17:33:30
1;17:33:30
1;17:33:47
1;17:33:47
1;17:33:53
1;17:33:53
1;17:33:58
1;17:33:58
1;17:34:03
1;17:34:03
1;17:34:31
0;17:34:31
0;17:34:37
0;17:34:37
0;17:34:43
0;17:34:43
0;17:34:59
0;17:34:59
0;17:35:05
0;17:35:05
0;17:35:11
0;17:35:11
0;17:35:27
1;17:35:27
1;17:35:37
1;17:35:37
1;17:35:38
1;17:35:38
1;17:35:53
1;17:35:53
1;17:37:40
1;17:37:40
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:43
1;17:37:44
1;17:37:44
1;17:37:44
1;17:37:44
1;17:37:45
1;17:37:45
1;17:37:45
1;17:37:45
1;17:37:50
1;17:37:50
1;17:37:55
1;17:37:55
1;17:38:00
1;17:38:00
1;17:38:11
1;17:38:11
1;17:38:15
1;17:38:15
1;17:38:20
1;17:38:20
1;17:38:43
1;17:38:43
1;17:38:54
0;17:38:54
0;17:39:00
0;17:39:00
0;17:39:05
0;17:39:05
0;17:39:11
0;17:39:11
0;17:39:16
0;17:39:16
0;17:39:22
0;17:39:22
0;17:39:28
0;17:39:28
0;17:39:33
0;17:39:33
0;17:39:39
0;17:39:39
0;17:39:44
0;17:39:44
0;17:39:50
0;17:39:50
0;17:39:55
0;17:39:55
0;17:40:01
0;17:40:01
0;17:40:07
0;17:40:07
0;17:40:12
0;17:40:12
0;17:40:18
0;17:40:18
0;17:40:24
0;17:40:24
0;17:44:12
1;17:44:12
1;17:44:13
1;17:44:13
1;17:44:19
1;17:44:19
1;17:44:25
1;17:44:25
1;17:44:30
1;17:44:30
1;17:44:36
1;17:44:36
1;17:44:41
1;17:44:41
1;17:44:47
1;17:44:47
1;17:44:52
1;17:44:52
1;17:45:10
0;17:45:10
0;17:45:15
0;17:45:15
0;17:45:21
0;17:45:21
0;17:45:26
0;17:45:26
0;17:45:32
0;17:45:32
0;17:45:37
0;17:45:37
0;17:45:43
0;17:45:43
0;17:45:48
0;17:45:48
0;17:45:56
0;17:45:56
0;17:46:01
0;17:46:01
0;17:46:05
0;17:46:05
0;17:46:11
0;17:46:11
0;17:46:16
0;17:46:16
0;17:46:22
0;17:46:22
0;17:46:39
0;17:46:39
0;17:46:44
0;17:46:44
0;17:46:50
0;17:46:50
0;17:47:01
0;17:47:01
0;17:47:07
0;17:47:07
0;17:47:35
1;17:47:35
1;17:47:40
1;17:47:40
1;17:47:46
1;17:47:46
1;17:47:52
1;17:47:52
1;17:47:57
1;17:47:57
1;17:48:08
1;17:48:08
1;17:48:14
1;17:48:14
1;17:48:19
1;17:48:19
1;17:48:30
1;17:48:30
1;17:48:36
1;17:48:36
1;17:48:42
1;17:48:42
1;17:48:47
1;17:48:47
1;17:48:53
1;17:48:53
1;17:48:58
1;17:48:58
1;17:49:15
0;17:49:15
0;17:49:21
0;17:49:21
0;17:49:26
0;17:49:26
0;17:49:32
0;17:49:32
0;17:49:38
0;17:49:38
0;17:49:43
0;17:49:43
0;17:49:49
0;17:49:49
0;17:49:54
0;17:49:54
0;17:50:00
0;17:50:00
0;17:50:11
0;17:50:11
0;17:50:16
0;17:50:16
0;17:50:22
0;17:50:22
0;17:50:33
0;17:50:33
0;17:50:38
1;17:50:38
1;17:50:44
1;17:50:44
1;17:50:55
1;17:50:55
1;17:51:00
1;17:51:00
1;17:51:06
1;17:51:06
1;17:51:17
1;17:51:17
1;17:51:28
1;17:51:28
1;17:52:01
1;17:52:01
1;17:52:06
1;17:52:06
1;17:52:12
1;17:52:12
1;17:52:17
1;17:52:17
1;17:52:28
0;17:52:28
0;17:52:34
0;17:52:34
0;17:52:39
0;17:52:39
0;17:52:45
0;17:52:45
0;17:52:50
0;17:52:50
0;17:52:57
0;17:52:57
0;17:53:01
0;17:53:01
0;17:53:07
0;17:53:07
0;17:53:12
0;17:53:12
0;17:53:17
0;17:53:17
0;17:53:23
0;17:53:23
0;17:53:29
0;17:53:29
0;17:53:39
0;17:53:39
0;17:54:02
1;17:54:02
1;17:54:07
1;17:54:07
1;17:54:12
1;17:54:12
1;17:54:18
1;17:54:18
1;17:54:23
1;17:54:23
1;17:54:28
1;17:54:28
1;17:54:34
1;17:54:34
1;17:54:40
1;17:54:40
1;17:54:45
1;17:54:45
1;17:54:56
1;17:54:56
1;17:55:02
1;17:55:02
1;17:55:08
1;17:55:08
1;17:55:13
1;17:55:13
1;17:55:24
1;17:55:24
1;17:55:29
1;17:55:29
1;17:55:35
1;17:55:35
1;17:55:40
1;17:55:40
1;17:55:46
1;17:55:46
1;17:55:51
1;17:55:51
1;17:56:13
0;17:56:13
0;17:56:19
0;17:56:19
0;17:56:24
0;17:56:24
0;17:56:30
0;17:56:30
0;17:56:35
0;17:56:35
0;17:56:41
0;17:56:41
0;17:56:47
0;17:56:47
0;17:56:52
0;17:56:52
0;17:56:58
0;17:56:58
0;17:57:03
0;17:57:03
0;17:57:09
1;17:57:09
1;17:57:20
1;17:57:20
1;17:57:26
1;17:57:26
1;17:57:31
1;17:57:31
1;17:57:37
1;17:57:37
1;17:57:43
1;17:57:43
1;17:58:11
1;17:58:11
1;17:58:16
1;17:58:16
1;17:58:21
1;17:58:21
1;17:58:27
1;17:58:27
1;17:58:33
1;17:58:33
1;17:58:38
1;17:58:38
1;17:58:43
1;17:58:43
1;17:59:04
0;17:59:04
0;17:59:04
0;17:59:04
0;17:59:05
0;17:59:05
0;17:59:11
0;17:59:11
0;17:59:22
0;17:59:22
0;17:59:28
0;17:59:28
0;17:59:33
0;17:59:33
0;17:59:39
0;17:59:39
0;17:59:45
0;17:59:45
0;18:00:01
0;18:00:01
0;18:00:07
0;18:00:07
0;18:00:17
0;18:00:17
0;18:00:23
0;18:00:23
0;18:00:28
0;18:00:28
0;18:00:34
0;18:00:34
0;18:00:40
0;18:00:40
0;18:00:45
0;18:00:45
0;18:01:29
1;18:01:29
1;18:01:45
1;18:01:45
1;18:01:51
1;18:01:51
1;18:01:57
1;18:01:57
1;18:02:02
1;18:02:02
1;18:02:08
1;18:02:08
1;18:02:13
1;18:02:13
1;18:02:19
1;18:02:19
1;18:02:24
1;18:02:24
1;18:02:30
1;18:02:30
1;18:02:35
1;18:02:35
1;18:02:46
1;18:02:46
1;18:02:51
1;18:02:51
1;18:02:57
1;18:02:57
1;18:03:02
1;18:03:02
1;18:03:08
1;18:03:08
1;18:03:13
1;18:03:13
1;18:03:19
1;18:03:19
1;18:03:25
1;18:03:25
1;18:03:52
0;18:03:52
0;18:04:03
0;18:04:03
0;18:04:09
0;18:04:09
0;18:04:19
0;18:04:19
0;18:04:41
0;18:04:41
0;18:05:09
1;18:05:09
1;18:05:25
1;18:05:25
